ID;Text;TextID;Titel
2006;TRANSIT_0000000000115014;Transiting Jupiter in your eighth house;Probably this phase will have a positive influence on you because you may receive money or other gifts from all sides. There may be an inheritance waiting for you. No matter what happens, you will look for and ponder its meaning. Maybe you would like to experience something completely different and end up changing your lifestyle dramatically. Your view of the world could become shaken, although it would involve nothing more than throwing outdated ideas overboard. If you make an attempt to purify your thoughts, you won’t take anything too lightly, because the process will make you more aware. There is a danger of you becoming fanatic or eccentric, although that can’t be reduced to the effects of this transit. All in all, you could learn to deal better with psychological stress and to channel it into productive activities.
2007;TRANSIT_0000000000131398;Transiting Jupiter in your ninth house;In the ninth house, associated with Sagittarius, Jupiter feels most at home because this is its usual place of residence. Here its influence can be expanded. This is an excellent time to embark on a long, distant journey which serves primarily to expand your horizon. You are open for foreign cultures and because this transit will last at least a year, you will have enough time to prepare thoroughly. Additionally you could use this phase to enter new areas of study, preferably those related to philosophy. If you should ever feel the need to find out more about Astrology, go for it, start learning on your own. Basically this house is all about becoming conscious of your purpose within a larger context. If you can get a grip on the intellectual arrogance you have built up, Jupiter will help you to see more clearly.
2008;TRANSIT_0000000000147782;Transiting Jupiter in your tenth house;In this phase you will examine your plans concerning your career. Preoccupied with the way you want other people to see you, you are concerned with how you can best realize your responsibility for others. No matter what you do you will try to find meaning in it, and may even get involved in politics. Probably your boss has realized that you are reliable and that you take your responsibilities seriously, although you noticeably enjoy your work. Possibly you will be rewarded with a promotion or a pay rise. During this transit you can take a firm stand because you have thought about the issues long enough to eliminate the danger of people not taking you serious. Maybe you will get more involved in social issues and you may have already had some success in this area. Additionally, it should be possible for you to improve your relationship to your father, if you had problems.
2009;TRANSIT_0000000000164166;Transiting Jupiter in your eleventh house;"In this period friends will become more important to you as you discover a feeling of camaraderie. The projects you initiate don’t rest on deaf ears because you take solidarity and responsibility serious. When you plan outings you put a lot of effort into choosing interesting places and get things moving. The best way to learn, as you have found, is to talk about future developments with your clique which leads to discussions about your differing convictions. At this time you need a large circle of friends to spur you on and bring you into contact with new ideas. This will also lead to new friendships which will serve your further development. This phase will generally include others in all your efforts, as in the saying: ""it’s your call into the woods that makes the echo."""
2010;TRANSIT_0000000000180550;Transiting Jupiter in your twelfth house;"This transit will allow for introspection. If you find your insides tied up in ""knots"" , it will also help to loosen them. Be prepared to learn a lot about yourself. People will notice your reserved and quiet manner, which may be uncharacteristic for you. A retreat will offer ample opportunity to develop your intellectual capacity, which could include the study of Astrology. Possibly you will get to know someone with whom you will feel somehow connected and who will win your trust. This person could also be yourself.



Sympathy is an important part of you. Jupiter in the house of Neptune will make sure that you come to a deeper understanding of your most sincere feelings and consequently act on them. Instead of taking yourself so serious, try thinking more universally. Watch out that you don’t get caught up in harebrained schemes."
2011;TRANSIT_0000000000180614;Transiting Saturn in your twelfth house;The twelfth house is the house of Neptune therefore Saturn won’t feel much at home here. While Saturn is concerned with clarity, Neptune tends to cloud things over. This transit could serve as a longer phase of introspection in which you are accountable to yourself. This will prepare you for the time when Saturn passes the Ascendant and enters the first house. It will also cause you to initiate new endeavors consciously and with clarity. Now you should consider everything you have accomplished in the last few years and take a look at everything you have left unfinished. Although you have an increasing tendency to be too critical of yourself, just don’t make a habit of it or let it interfere with your contact with the outside world. Some self criticism is alright, but when it starts to look more like self decimation, you should make more of an effort to greet your own reflection with a friendly smile and direct your attention to the future. Accept the fact that nothing you can do will change the past.
2012;TRANSIT_0000000000164230;Transiting Saturn in your eleventh house;"Recent Astrology links Saturn to Aquarius, which is why it feels at home in the eleventh house. Aquarius stands for collective effort and Saturn in the eleventh house will show you better ways to handle communal endeavors. Every time you come into contact with others to work for common goals, the experiences will teach you how to behave cooperatively within a group as long as it lies beyond your professional interests.



If you are successful, you can be sure of winning the affection of the people involved, if not, others will have to make you aware of what you are doing wrong.



All in all, this transit should encourage the development of a group consciousness which finds its expression in integrated activities. Saturn will lead you there in its own way, although it won’t necessarily be completely painless."
2013;TRANSIT_0000000000147846;Transiting Saturn in your tenth house;"In the tenth house Saturn feels at home and it is also associated with the sign of Capricorn. Now everything is centered on finding a position in life. How much responsibility have you demonstrated in the last few years? Have you directed your life on to the right path? If so you could harvest the fruits of this two to three year phase and get a clearer image of how your life could look in the future. During this process, your expectations will certainly play a role. If your life’s perspectives haven’t developed much, you should make up for it now.



Saturn’s transit through the tenth house can indicate any form of professional advancement. You will recognize what you can achieve and want to make others aware of it. There should be no objections to this in general, but your activities shouldn’t take on excessive forms or your body will pay the price for it eventually."
2014;TRANSIT_0000000000131462;Transiting Saturn in your ninth house;During this transit an outlook on life will be created in which you will be able to live in harmony with your environment. Now is the time for you to consider peace and justice not only in your own world but on the whole planet and to consider your image of these two worlds. After seeing yourself as part of a greater whole you will be better able to relax and let things happen. If you aren’t able to see beyond the end of your nose and to greet others with tolerance and good will, you will be forced to and you shouldn’t try to resist. Look for meaning in what you are doing and reflect on events, this will lead you to greater insights and bring you into harmony with your community. A long trip would do you a lot of good, but Saturn isn’t necessarily responsible for taking the initiative.
2015;TRANSIT_0000000000115078;Transiting Saturn in your eighth house;"In this time you should come to understand that it is better to live independently of other people and their resources. In classical Astrology the eighth house stands for other people’s wealth. Saturn will show you how you have organized this aspect of your life.



Possibly you are now on your own and find it difficult. If you ever become completely independent you will have lived up to Saturn’s challenge and you will be in a position to recognize new opportunities in your life. In the eighth house Saturn will force you to make changes in your life, which could take a drastic turn. You won’t be able to get out of taking a look at the unpleasant side of your personality, which will also put you under pressure to take some risks. Additionally, you will probably find out more about your own personal needs and your sexuality."
2016;TRANSIT_0000000000098694;Transiting Saturn in your seventh house;"A fourteen year old phase in which Saturn has made sure that your personality experienced fundamental changes because you had to get to know yourself and think about your conduct, is coming to an end as Saturn enters the seventh house, the ""Exodus"" into the other world. During this time you should take a closer look at your relationships. These could be a source of difficulties because you have to learn to see yourself as part of a pair. Consider what you expect from a relationship and what you are able to give. Possibly you will have to overcome inhibitions in order to find happiness with a partner or to get to know people. It isn’t necessary to end your relationship, friends can help you to gain insights which will bring your conduct to new depths."
2017;TRANSIT_0000000000082310;Transiting Saturn in your sixth house;In this phase it is important to go about your professional activities responsibly and also to carefully observe your body’s reaction to your various endeavors. In the worst case, you will have to be prepared to learn about yourself while you let an illness heal. Don’t panic, but Saturn has more to do with the consequences of poor behavior than any of the other planets. Beware of further signs of danger. This period of time, which will last from two to three years, will serve to improve the quality of your work, without making it perfect. Instead of placing unrealistic expectations on yourself, try to find the golden mean between your capabilities and your boss’ exaggerated demands. After this transit has passed, you should have gotten to know your true capacities a little better. Insights into this area will automatically reduce the risk of disease.
2018;TRANSIT_0000000000065926;Transiting Saturn in your fifth house;At this time the conceited and more complex sides of your personality will make sure that you don’t get caught up in your own ego and lose touch with reality. Traditionally the fifth house stands for all forms of recreation, although Saturn’s influence may somewhat change them. It may even force you to do without your favorite pastimes or may bring problems which will have to be solved before life can become light and happy again. The fifth house emphasizes everything pertaining to children. If you have children, they may cause you problems during this phase, maybe in the form of a generation conflict. Prepare yourself to do without some of the pleasant things you are used to and come to terms with yourself. This will lead you to an appropriate form of self expression and enable you to devote yourself to creative expression for extended periods of time.
2019;TRANSIT_0000000000049542;Transiting Saturn in your fourth house;"This transit concerns itself with inner stability which should be present at home and can be restructured during this time, if it is necessary. If you have neglected to initiate changes when they were necessary, you may be startled by Saturn’s drive to get things cleaned up. If you get along with your family and don’t run away from conflicts, you shouldn’t have any problems. Unfortunately, people tend to deceive themselves in this respect and then run into conflicts completely unprepared. This phase favors constructive new beginnings which will put you in harmony with your life and help you find an honest expression. If you aren’t in need of it, you will be in a position to take your obligations at home and within the family more seriously and give others a feeling of security.



This transit may cause problems with your parents or maybe they have a problem, which has been waiting to be taken care of. Often parents of advanced age are brittle and are in need of care. This time quality could mark the beginning of such an obligation."
2020;TRANSIT_0000000000033158;Transiting Saturn in your third house;In this two to three year long period, dealing with the people closest to you is the central issue. At this time intellectual resources will be activated and will be observed critically, especially by relatives, siblings and others. If there are communication problems, they will be cleared up. Maybe changes are due in this area and you will realize that it is high time to listen more carefully to what other people want to say to you. This could scare you into keeping quiet in groups, and thus giving the impression of having an introverted personality. All things considered, it could be a productive time, whereby it could be to your advantage to prick your ears and give in to positive changes, even if it is painful at first, as are all lessons in which Saturn plays a role. The light at the end of the tunnel will come when you have learned to deal responsibly with the information you have received and when you have learned when it’s better to keep your mouth closed. Once you have understood this, you will be able to concentrate on learning and filter the most important elements out of the mass of impressions.
2021;TRANSIT_0000000000016774;Transiting Saturn in your second house;In traditional Astrology this is a time for material losses. But that isn’t something you should simply accept. There will be losses in this area only if your outlook on life places your own personal advantages above everything else. This is a longer period in which your experiences will cause you to reconsider your system of values. Even if you have been worrying about your future financial situation, it would be better if you would start thinking about human values. If you concentrate on monetary values, you may lose sight of the important things and then find yourself in financial difficulties. It would be best to organize your bookkeeping so that you can take time for the more important things in life.
2022;TRANSIT_0000000000000390;Transiting Saturn in your first house;"This period of time is clearly intended as a preparation for a new beginning. Saturn has left the twelfth house and passed the Ascendant. The beginning of the first house will probably reveal deficits in yourself. If you want to use this phase constructively, you should think about whether you are able to keep up with your expectations. Some people make their own lives hell for no real reason. A great deal of people who live on this planet aren’t perfect. It is important to understand this and to be willing to make compromises. The best way to go about it is to follow the principle in the film ""Dead Poets Society""; ""Carpe diem"" – ""make use of the day"". Then you will learn that it is better to take on challenges than to passively sit around and wait for better times."
2023;TRANSIT_0000000000000454;Transiting Uranus in your first house;"Uranus will remain in this house for about seven years. As it enters the first house, you may experience some turmoil in your life. This is not only due to the external situation, but you will sense a desire to change yourself; the changes may be external, such as a new lifestyle, or internal, rejecting previous behavior which you have decided to reform. It won’t happen overnight, still sudden changes in your life can leave a lasting impression with no way back. You should pay attention that this development remains understandable both for you and for other people in your life. This will ensure that your new outlook on life will be a constructive development."
2024;TRANSIT_0000000000016838;Transiting Uranus in your second house;"The second house concerns your relationship to material things, that means to everything you consider valuable and necessary in order to secure your existence. In this area sudden changes could introduce you to a new understanding. If you manage to react with flexibility which enables you to integrate these changes, this will be a fruitful time in your life and you may initiate fundamental changes in the way you deal with both material and ideological ""property"". If you still find yourself worrying about doubts, surprises and problems, it could be that you are stuck in conventional ways of thinking and are feeling an exaggerated need for security which will only hinder your development. Share your resources if you want to be able to count on the help of others, should you ever run into bad times. If you have the tendency to develop a dependency on other people or on status symbols, Uranus will teach you how to become detached and to feel good about it."
2025;TRANSIT_0000000000033222;Transiting Uranus in your third house;"This phase may initiate changes in your concept of communication. Routine relations with people will be more or less restructured. An emphasis will be placed on your closer surroundings and you may relocate and have to learn to get along in a new environment. At this time you will probably see it only as a burden. Try to direct your attention to the opportunities and think of ""new wallpaper"" as an interesting change of pace. Perhaps you never thought about having to start all over from the beginning, but you could warm up to the idea, and the more that happens, the more your intellect will be stimulated. At the end of the tunnel you will find a new outlook on life which will be more flexible than the old one. Astrological studies could encourage this development."
2026;TRANSIT_0000000000049606;Transiting Uranus in your fourth house;In this period, in spite of all the changes you have been through, you will develop a great interest in finding a safe refuge, where you are able to experience warmth. Now the events will serve to put a new light on your home life and also the contact to your parents. Possibly you will have to move out and make a home in some other place or your relationship to your parents will take on another quality. Possibly you will want to become independent so that you finally have the opportunity to put important changes affecting your new concept of life into practice. Even if, at first, you find it difficult to accept the reforms in your immediate surroundings it is clear that Uranus is doing nothing more than attacking encrusted structures. After some time has passed you will appreciate everything which has happened to you.
2027;TRANSIT_0000000000065990;Transiting Uranus in your fifth house;"With Uranus in the fifth house, you should transform your relations to the opposite sex. The fifth house stands for creativity, pleasure and romantic ""escapades"". You will become attracted to new and possibly exotic recreational activities which will bring you a lot of interesting experiences. Additionally your relation to children could change. Maybe you will suddenly develop an urge to have a child or the children you already have may surprise you with unusual behavior. Still, it is a good time to let yourself be inspired by the children's world. If you have always wanted to be creative, this transit will support your efforts to find a new form of expression. A relationship to someone of the opposite sex which began under this influence could offer you many exciting surprises and won’t be easily directed into the usual ruts."
2028;TRANSIT_0000000000082374;Transiting Uranus in your sixth house;This transit is about restructuring your professional situation. If you have been dissatisfied with the work you do to earn a living, you will now be in a position to make some fundamental changes. Especially the authoritarian behavior of your boss will no longer be quietly accepted, so that in this phase it is possible to transfer to a new workplace. It may not be necessary to change your place of work, you may be permitted to exercise more freedom in structuring the work you are already doing. If you have made yourself irreplaceable at work, such that your boss can’t do without you, he or she won’t let you go so easily, but will probably be understanding about whatever it is that you find fault with. Just be sure that your wishes are realistic. If you sense an exaggerated restlessness and your rebelliousness does nothing more than fulfill a duty to yourself, it could be a sign of inappropriate egotism. This behavior could leave you with an illness which is also a topic of the sixth house.
2029;TRANSIT_0000000000098758;Transiting Uranus in your seventh house;"Uranus will uncover all the latent dissatisfaction in relationships during its transit through the seventh house. Now it's important to develop your partnership and especially your romantic relationships such that everyone involved finds fulfillment. This could consist of ending an existing relationship or starting a new one. In the last case you can be sure of stirring up a lot of excitement. But not only sexual relationships should be carefully considered but also all other human relationships, like business partnerships.



As you love experimenting and are open for everything, the only thing you can’t tolerate is boredom. You should become conscious of the fact that deep relationships need time and that you shouldn’t be so impatient. It is also important to be careful because you could come to regret spontaneous decisions which can’t be turned back"
2030;TRANSIT_0000000000115142;Transiting Uranus in your eighth house;"In the sense of classical Astrology the eighth house stands for the communal resources shared with your partner. Uranus will remain here about seven years and initiate great changes in the above mentioned area, as far as changes are necessary. If you should have made yourself dependent on somebody or something you will notice it with time. The eighth house is the house of Scorpio and Pluto is its planet which is concerned with an intense transformation together with regeneration. Still with Uranus in the game it won’t be a subtle process, but rather in a sudden explosive manner, which will also provoke questions of fate. Usually death is associated with this house, but people have gotten away from the idea that it can only refer to an absolute physical death. It may also refer to structures within a person’s life which are no longer necessary and when they are changed, it can come to a ""death"" of the old which makes room for something new to grow."
2031;TRANSIT_0000000000131526;Transiting Uranus in your ninth house;"This house concerns the development of one’s own life philosophy. It is important to train yourself to think flexibly because Uranus will alter your view of the world. The sooner you are able to integrate the new insights into your life, the easier it will be to draw the right consequences. Uranus will always fight against stagnant thinking, whether you want it to or not, and will always win, unless you are so highly developed that you are in no need of new experiences. If that were the case you probably wouldn’t still be living on planet Earth.



During this period, you could suddenly move to another place, maybe even to a foreign country. Spontaneous or long trips could determine your life. If you have always wanted to learn more about Astrology and its related fields then you should go ahead and begin studying on your own. The intellectual stimulation which you receive during this transit is certain to receive adequate reflection."
2032;TRANSIT_0000000000147910;Transiting Uranus in your tenth house;Uranus will certainly create a lot of commotion in this house, which is devoted to finding your position. As you enjoy experimenting with your public influence, you worry about your goals. Possibly you have wanted to change your profession for a long time, but weren’t really sure about your ability to start something else. If you have always had problems dealing with authority than it will be more noticeable during this phase and it may even come to conflicts with your boss or supervisor. This transit will last about seven years so you probably won’t be constantly changing your place of work during this time, however you should structure your professional situation so that you are motivated and your intellect isn’t neglected. At work you may be given areas of responsibility. Also it is a good time to make yourself independent. Although you should be certain that you are not acting on a sudden impulse, but have carefully planned your move. In the course of your planning, don’t forget to include your parents. They may be especially helpful in your endeavors.
2033;TRANSIT_0000000000164294;Transiting Uranus in your eleventh house;"Within the next seven years your friends as well as your preferred activities could be completely transformed. In the eleventh house, the home of Aquarius, Uranus is at home too. This house is linked to the future but also to your ideals and dreams. Maybe a vision of your future is developing at this moment and is showing you the possibility of leading a life with a completely different orientation. If you feel that these changes would do you good, then let them become more concrete. Allow yourself to react to other ""revolutionary"" tendencies with more flexibility. Basically, it’s all about getting rid of out-dated behavior. People who come into your life will cause you to try out new behavior. With Uranus in its own house it shouldn’t be difficult for you to feel up to the challenges of this process."
2034;TRANSIT_0000000000180678;Transiting Uranus in your twelfth house;Uranus will be in the house of Aquarius for approximately seven years before it crosses the Ascendant and reenters the first house where it will help to find a means for expression for the inside of a person. The twelfth house is associated with any kind of institution, and your relationship to diverse institutions could be overthrown. You may come into contact with prison, even if you don’t end up there yourself, someone close to you may. Things could be restructured so subtly that no one even notices. There will be more introspection during this phase which will include contemplation about your role in the universe, although you could approach this with little patience and lack of stability. For this reason you shouldn’t take on too much and try to stay relaxed and persevere.
2035;TRANSIT_0000000000180742;Transiting Neptune in your twelfth house;During this period of your development Neptune will travel through its own house, because the twelfth house is the house of Pisces and Neptune. Even if this phase is one of intense introspection that doesn’t mean that you will withdraw from daily life for 14 to 18 years. This phase is more about incorporating your insights into everyday life. If you feel inclined to delve into the study of alternative sciences, this is a good opportunity to begin. You find yourself in search of the deeper meaning of existence and its connection to universality. Because Neptune and the sign of Pisces also stand for martyrdom and self pity, you should be careful about your leaning to think you have to put these qualities on public display. All in all the insights resulting from this transit should serve to sharpen your intuition and allow you to rely on your inner voice.
2036;TRANSIT_0000000000164358;Transiting Neptune in your eleventh house;In the classical sense the eleventh house concerns your conduct and your position within various groups outside your professional activities. In an extended sense it will offer a description of the individual ideals concerning living together in a larger family which will describe the people involved as well as their future plans together. This phase is a good time to join a group which deals with spiritual and esoterical matters. As always when Neptune is in the game, it is important to keep a clear head and not to drift off in euphoric illusions. Disappointments are nearly unavoidable. This house position can indicate that you have been disillusioned by your friends or vice versa. If you always try to express yourself clearly and honestly these problems can be avoided.
2037;TRANSIT_0000000000000004;The meaning of the transiting Sun;The Sun moves approximately one degree every day. So it travels through all 12 houses in your chart in a year and emphasizes all the important areas of life one after another. It tells you the areas to which you should devote your attention, tells you about sources from which you can draw energy and tells you about your general concerns. The aspects between the Sun and the planets of your birth chart (especially with the Sun itself) tell us about our state of health. As the representative for your life energy, personality, your will power and self expression, the transit aspects of the Sun also describe your current mental strength.
2038;TRANSIT_0000000000000006;The transiting Sun in your first house;When the Sun is in the first house it has just passed the Ascendant. The first house is associated with the self so that you can count on receiving new energies, which you can probably use. Your own affairs should be very important to you at this time and maybe you will also find answers which you have been looking for a long time. You should have enough strength and energy to present yourself in a positive light and to secure your position in life. Still you should try to maintain objectivity when dealing with others because at this point in time you have a tendency to overemphasize your own problems. On the other hand, this could be a time for you to develop your creativity and maybe even make changes to your self image.
2039;TRANSIT_0000000000003268;Prolog;"We welcome you to the interpretation of your transit chart. Before we go into the specifics of your individual constellations, we would like to begin with a brief introduction.



A transit happens when the planets in their current positions form aspects to the planets in your birth chart. We also interpret current planetary positions in your natal chart houses. The multitude of possible combinations makes of a constant formation of transits, this can be observed in everybody’s chart. The transits of slow orbiting planets give the aspects a generational characteristic, because entire age groups are equally effected. The house position of these slow moving transit planets are of special importance and it might be useful to consider their aspects in the natal chart.



How can the interpretations help?



In any case, they shouldn’t bring anyone to passively accept the course of events, convinced that they are at the mercy of their fate. We hope that we were able to make clear especially for the more challenging transits, that people have a choice and must accept full responsibility for the circumstances of their lives. Also the interpretations should not serve to prevent people from leaving their house without first making sure that ""the stars are in a favorable position"".



In our opinion it is especially productive to keep an eye on the transits of the slow moving planets because they develop over longer periods of time and usually describe important phases of your life. Their interpretations will therefore be presented in more detail. Does a planet go retrograde, you will encounter the same information three times: when the first aspect forms you will experience something new, it will then be intensified on the trip back and then on the next pass can be put to practical use.



It may be irritating when two or more contradictory interpretations are equally valid for the same transit. This becomes as problematic as the interpretation of the natal chart, due to the computer’s inherent inability to instill sensitivity into the interpretations. Additionally, everyone experiences different needs and ambitions at the same time occasionally.



We would be pleased if you would find reading this interpretation helpful."
2040;TRANSIT_0000000000000132;The meaning of the transiting Mercury;"Mercury in the houses shows which areas of life you have been learning about and which topics could inspire you even to the point of leading you to do research in these fields. Mercury’s transit aspects can help you to recognize the way you confront people around you, how you approach problems and how you structure communicative contact to other people, whereby in classical Astrology your relationships to your neighbors and siblings are of special importance.



If Mercury is in transit with several planets, it will cause excitement and confusion, will challenge your intellect but not destabilize your life. Also shorter trips, which may be for business, are ruled by Mercury."
2041;TRANSIT_0000000000000196;The meaning of the transiting Venus;"A transiting Venus travels through your chart in about a year filling the affairs of each house with a dose of serenity, creativity and sociability. The effected areas should be especially pleasant at that time, even if Venus can cause you to be passive and sluggish at times.



Primarily this planet stands naturally for love and harmony. The transit aspects tell us about the structure of the relationships, if friendships are satisfactory for everyone and about the state of your partnership. The effect should generally be positive, even if Venus in transit is traveling so fast that it only lasts a few days."
2042;TRANSIT_0000000000000260;The meaning of the transiting Mars;"In contrast to the previously mentioned planets, which all travel quickly, Mars needs a little more time to move through a house. On the average it takes two or three months; when Mars is retrograde it may take twice as long.



When Mars is transiting a house it tells in which area you should invest your energy and from where you receive your motivation. Mars gives the energy to live and to achieve. Also sexuality, aggression and achievement are all associated with Mars. Its transits describe the way you go about things; hard and inconsiderate or ""only"" determined and energetic. A weak Mars can make it difficult for you to assert yourself and defend your interests, because you lack faith in your own powers. Mars determines the ""Ego"" of a person, also setting egotistical goals, the root of all evil in our world. Still this energy is necessary to assert yourself and to develop further."
2043;TRANSIT_0000000000000324;The meaning of the transiting Jupiter;"Jupiter remains in each house for up to two years, depending on its size. Altogether one trip through the entire chart takes about 12 years.



Maybe you can experience positive developments in the effected houses, because Jupiter was always considered the great patron, protector and the messenger of good luck. The principle of expansion as well as striving for enhancement in every form are associated with Jupiter. However when it comes to expansion it can quickly become excessive which may be noticeable when it comes in the form of a weight gain. Generally its benevolent effects can lead to sluggishness.



The aspects of Jupiter in transit describe how your outlook on life can be influenced and how you see your role in the universe during this phase, because this planet also stands for the intellectual confrontation with your surroundings on a higher level."
2044;TRANSIT_0000000000000388;The meaning of the transiting Saturn;"Saturn is seen as the ""Evildoer"" in classical Astrology. A more modern view is that it represents a challenge which presents you with an opportunity to develop. Its house position tells you in which area of life difficulties are likely to develop, where your weaknesses are, although it can also bring stability to a situation. In this sense Saturn presents you with the bill for your past behavior, whereby the intensity of the influence of the difficult transit depends on you. Usually it only makes you aware of limitations which you can accept.



Saturn’s entire cycle through the chart takes about 28-30 years and culminates in the so-called ""Saturn-Return"", the phase in which Saturn reaches its natal chart position. This allows it to remain in each house for two or three years and in this time it is also retrograde. That means, if it enters an aspect to another planet within a house, it will be repeated to time more: The first encounter will call the problems to your attention, the return will intensify the problem and by the third meeting you should have enough strength and maturity to work on a constructive solution and end the conflict.



Finally, it should be emphasized once again that Saturnine experiences can be painful, but must not necessarily be, if you live in harmony with yourself and your environment."
2045;TRANSIT_0000000000000452;The meaning of the transiting Uranus;"The transit of Uranus through your chart makes it possible for you to constantly get to know new aspects of your personality. That may be connected to some of the surprises, which the effects of Uranus will unfold; usually unannounced. Wherever Uranus is found you will be confronted with sudden developments which demand the ability to react with flexibility. You may be experiencing boredom because you have a need to show your other side and to develop your individuality. The drive for independence can become so strong that you surprise yourself and everyone else with unusual actions.



Any discussion of Uranus in transit at this time must mention that it has been in a conjunction with Neptune for some time and that the effects of these two planets are often difficult to combine. This conjunction has been located in the sign of Capricorn for several years, which is associated with political connotations. During this period of time political structures were dissolved (Neptune) and that happened in fall of East Germany rather suddenly (Uranus). These days Uranus moved on into the sign of Aquarius.



The harmonious transits of Uranus will motivate you to turn your attention to the future and to do your best to live in a society characterized by liberty and solidarity."
2046;TRANSIT_0000000000000516;The meaning of the transiting Neptune;"The transits of Neptune are not easy to see through. There are many levels on which it can manifest itself, whereby it remains dependent on the state of consciousness of the individual person. Challenging transits can cause unstable people to feel helpless and insecure, which may lead some to seek help in drugs or in institutions. The positive effects show true sympathy as well as a general sensitivity for everything happening around you. It is also important to be aware that Neptune also creates illusions. Until 1997 Neptune was in Capricorn, where it has been forming a conjunction with Uranus for years. Now it moved on to Aquarius; many people associate its entry into Aquarius with the beginning of the age of Aquarius. 



Its transit through a house will take 14-18 years which should not mean that it exercises uninterrupted influence and that you will be unable to realistically perceive the effected area. Although you will probably notice that with the transition into the next house, you will suddenly be able to judge the events of the previous house more objectively or emotions which had no justification will simply dissolve."
2047;TRANSIT_0000000000000580;The meaning of the transiting Pluto;"Pluto is a planet of violent regeneration. It rules Scorpio, where it has been resting for several years. In 1997 Pluto moved on to Sagittarius. As the most distant planet known to man, it remains in a house for up to 25 years. Due to this time frame, its transit aspects are of particular interest. During the life of an average person, Pluto will travel through three or four houses, this might convey in which areas of life you will make the most extreme experiences. 



In the mythology of India, Pluto corresponds to the goddess Shiva, capable of destroying everything in order to rebuild. Pluto brings death but also life. This does not necessarily refer to the physical death, but usually means philosophies of life and forms of conduct which are simply no longer useful and are ready to ""die"". In its transit through the houses, Pluto will create violent changes. As a demonstration of its effects remember that Pluto was discovered in 1930. At this time the first atoms were being split, this led to the catastrophes of Hiroshima and Nagasaki, which marked the end of the second world war.



Generally Pluto transits should motivate you to rethink your conduct and eventually make changes before you are forced to."
2048;TRANSIT_0000000000016390;The transiting Sun in your second house;"Currently your primary concern is improving your income, although you would also like to think about the meaning your possessions have for you. Possibly you try to free yourself from the obligations of everyday life concerning money, property or other valuables. You could learn not to overestimate the material aspect of life and share your resources with needy people. In this context ethical and moral questions can become more meaningful for you.



Maybe you will acquire things which you have been planning for a long time. Rethink your attitude toward money and possessions - you could have fruitful insights."
2049;TRANSIT_0000000000032774;The transiting Sun in your third house;The third house stands for communication both generally and within your closest relationships. The Sun in transit emphasizes the everyday relationship to neighbors, siblings and friends. Probably you are now ready to take a closer look at the way you treat other people and maybe make some changes. Presently you are sociable, curious and entertaining, which is why it is easy for you to find the right words. You should open yourself to others and if you want to devote yourself to new fields, don't hesitate. Just pay attention that in conversations you give others a chance to talk. Don't try to always be the center of attention. Keep calm and stay in the background. Let new information take effect, that never hurts anybody. This transit will stimulate your intellect, so that you can let yourself get into unusual situations.
2050;TRANSIT_0000000000049158;The transiting Sun in your fourth house;During this time you will turn your attention to your family and invest your energy in personal relationships. Home will have more meaning to you. You want everything to go smoothly in this area and are prepared to work for it. Redecorate your apartment or invite your parents over, that could have a positive effect on you. An emphasis on harmony and free expression will fill your circle of friends with positive relationships. Even if you can't let the demands of every day life out of your sight, devote some attention to your spiritual life and your inner being. The goal now is emotional stability and in order to achieve this you should devote yourself to the people and topics you trust. If you sense a creative urge, than go ahead and follow it, it will be worth while.
2051;TRANSIT_0000000000065542;The transiting Sun in your fifth house;"The fifth house is the Sun's natural home, so that this transit will not go by unnoticed. You have a lot of energy and the ability to express yourself creatively and to perceive your own individuality more intensely. Probably you take everything so serious but give in to your playful instinct, which is why you will get along with kids so well at this time. People will probably be attracted by your radiance of strength and personality. This could lead to romantic adventures and generally to more fun.



You should amuse yourself but don't forget that there are other things which are important in life. If you take notice of this, you could get some problems out of the way during this phase, which should last about 30 days depending on the size of house."
2052;TRANSIT_0000000000081926;The transiting Sun in your sixth house;"According to humanistic astrology the sixth house is concerned with the challenge of ""purity"". It asks the question if you fulfill your obligations willingly and are prepared to take on responsibility. After the sweet transit through the fifth house the Sun will present you with the challenge of taking care of your obligations and dealing with the consequences of your actions. Now you have the chance to recognize the meaning of your work and deal rationally with the challenges of your daily life. If you are not in tune with yourself and are trying to avoid your obligations and deny assistance to others, this could make itself noticeable on the physical level in the form of an illness. Maybe you have conflicts at work, although you should now have enough energy to convince others of your point of view, because this transit should provide you with mental clarity."
